New_ID,iMab100nM_6.5_5,imseeker
V2_IMOTIF_10585,5.86,0.0
V2_IMOTIF_10586,15.79,0.0
V2_IMOTIF_10587,26.05,0.326
V2_IMOTIF_10588,28.45,0.244
V2_IMOTIF_10589,23.09,0.0
V2_IMOTIF_1059,23.73,0.0
V2_IMOTIF_10590,17.55,0.278
V2_IMOTIF_10591,26.51,0.249
V2_IMOTIF_10592,7.28,0.383
V2_IMOTIF_10593,14.23,0.0
V2_IMOTIF_10594,-0.39,0.0
V2_IMOTIF_10595,20.69,0.201
V2_IMOTIF_10596,3.82,0.459
V2_IMOTIF_10597,21.08,0.345
V2_IMOTIF_10598,2.8,0.0
V2_IMOTIF_10599,17.19,0.3
V2_IMOTIF_106,-0.4,0.0
V2_IMOTIF_1060,26.56,0.298
V2_IMOTIF_10600,4.65,0.471
V2_IMOTIF_10601,24.79,0.284
V2_IMOTIF_10602,0.78,0.0
V2_IMOTIF_10603,-0.4,0.418
V2_IMOTIF_10604,18.84,0.242
V2_IMOTIF_10605,0.65,0.0
V2_IMOTIF_10606,16.99,0.337
V2_IMOTIF_10607,4.36,0.0
V2_IMOTIF_10608,17.35,0.0
V2_IMOTIF_10609,-0.37,0.0
V2_IMOTIF_1061,7.53,0.44
V2_IMOTIF_10610,0.76,0.0
V2_IMOTIF_10611,3.63,0.41
V2_IMOTIF_10612,-0.36,0.0
V2_IMOTIF_10613,18.83,0.271
V2_IMOTIF_10614,6.62,0.0
V2_IMOTIF_10615,-0.35,0.0
V2_IMOTIF_10616,1.38,0.0
V2_IMOTIF_10617,0.52,0.334
V2_IMOTIF_10618,-0.21,0.357
V2_IMOTIF_10619,19.31,0.45
V2_IMOTIF_1062,22.99,0.304
V2_IMOTIF_10620,-0.42,0.0
V2_IMOTIF_10621,-0.43,0.419
V2_IMOTIF_10622,1.7,0.0
V2_IMOTIF_10623,3.31,0.0
V2_IMOTIF_10624,13.28,0.293
V2_IMOTIF_10625,20.02,0.17
V2_IMOTIF_10626,19.83,0.165
V2_IMOTIF_10627,16.61,0.429
V2_IMOTIF_10628,19.28,0.142
V2_IMOTIF_10629,0.66,0.0
V2_IMOTIF_1063,-0.4,0.0
V2_IMOTIF_10630,10.32,0.193
V2_IMOTIF_10631,1.98,0.368
V2_IMOTIF_10632,23.21,0.398
V2_IMOTIF_10633,16.48,0.287
V2_IMOTIF_10634,-0.35,0.32
V2_IMOTIF_10635,15.92,0.415
V2_IMOTIF_10636,-0.41,0.303
V2_IMOTIF_10637,16.5,0.415
V2_IMOTIF_10638,21.39,0.161
V2_IMOTIF_10639,24.49,0.265
V2_IMOTIF_1064,18.95,0.353
V2_IMOTIF_10640,17.75,0.0
V2_IMOTIF_10641,1.15,0.33
V2_IMOTIF_10642,2.4,0.0
V2_IMOTIF_10643,20.65,0.353
V2_IMOTIF_10644,20.96,0.0
V2_IMOTIF_10645,22.49,0.343
V2_IMOTIF_10646,-0.43,0.0
V2_IMOTIF_10647,0.65,0.193
V2_IMOTIF_10648,-0.4,0.0
V2_IMOTIF_10649,15.26,0.0
V2_IMOTIF_1065,0.85,0.404
V2_IMOTIF_10650,2.1,0.277
V2_IMOTIF_10651,17.83,0.0
V2_IMOTIF_10652,12.08,0.0
V2_IMOTIF_10653,12.61,0.409
V2_IMOTIF_10654,15.07,0.406
V2_IMOTIF_10655,31.03,0.337
V2_IMOTIF_10656,1.02,0.0
V2_IMOTIF_10657,-0.37,0.0
V2_IMOTIF_10658,11.74,0.409
V2_IMOTIF_10659,26.64,0.354
V2_IMOTIF_1066,8.69,0.0
V2_IMOTIF_10660,39.96,0.434
V2_IMOTIF_10661,30.37,0.0
V2_IMOTIF_10662,27.0,0.0
V2_IMOTIF_10663,-0.41,0.0
V2_IMOTIF_10664,0.03,0.0
V2_IMOTIF_10665,18.68,0.0
V2_IMOTIF_10666,-0.48,0.0
V2_IMOTIF_10667,-0.51,0.0
V2_IMOTIF_10668,26.32,0.373
V2_IMOTIF_10669,2.86,0.449
V2_IMOTIF_1067,21.09,0.352
V2_IMOTIF_10670,-0.39,0.357
V2_IMOTIF_10671,-0.4,0.468
V2_IMOTIF_10672,18.29,0.344
V2_IMOTIF_10673,28.44,0.378
V2_IMOTIF_10674,-0.18,0.394
V2_IMOTIF_10675,22.36,0.0
V2_IMOTIF_10676,-0.47,0.0
V2_IMOTIF_10677,12.73,0.0
V2_IMOTIF_10678,-0.44,0.357
V2_IMOTIF_10679,-0.38,0.313
V2_IMOTIF_1068,28.68,0.339
V2_IMOTIF_10680,10.91,0.0
V2_IMOTIF_10681,27.15,0.0
V2_IMOTIF_10682,9.02,0.361
V2_IMOTIF_10683,12.64,0.0
V2_IMOTIF_10684,0.04,0.0
V2_IMOTIF_10685,1.61,0.374
V2_IMOTIF_10686,11.75,0.0
V2_IMOTIF_10687,0.77,0.43
V2_IMOTIF_10688,16.42,0.315
V2_IMOTIF_10689,5.0,0.471
V2_IMOTIF_1069,10.08,0.0
V2_IMOTIF_10690,2.68,0.0
V2_IMOTIF_10691,23.75,0.376
V2_IMOTIF_10692,33.21,0.0
V2_IMOTIF_10693,-0.21,0.501
V2_IMOTIF_10694,16.54,0.234
V2_IMOTIF_10695,16.56,0.0
V2_IMOTIF_10696,14.57,0.511
V2_IMOTIF_10697,-0.12,0.271
V2_IMOTIF_10698,-0.46,0.0
V2_IMOTIF_10699,1.66,0.0
V2_IMOTIF_107,-0.06,0.0
V2_IMOTIF_1070,22.33,0.398
V2_IMOTIF_10700,-0.32,0.0
V2_IMOTIF_10701,-0.45,0.0
V2_IMOTIF_10702,11.88,0.0
V2_IMOTIF_10703,16.79,0.0
V2_IMOTIF_10704,14.6,0.365
V2_IMOTIF_10705,0.95,0.0
V2_IMOTIF_10706,18.37,0.385
V2_IMOTIF_10707,-0.34,0.389
V2_IMOTIF_10708,2.17,0.0
V2_IMOTIF_10709,20.79,0.26
V2_IMOTIF_1071,0.94,0.304
V2_IMOTIF_10710,-0.14,0.0
V2_IMOTIF_10711,19.53,0.0
V2_IMOTIF_10712,1.27,0.0
V2_IMOTIF_10713,1.44,0.453
V2_IMOTIF_10714,14.35,0.0
V2_IMOTIF_10715,12.8,0.372
V2_IMOTIF_10716,14.87,0.0
V2_IMOTIF_10717,-0.4,0.0
V2_IMOTIF_10718,23.71,0.0
V2_IMOTIF_10719,0.43,0.0
V2_IMOTIF_1072,21.49,0.253
V2_IMOTIF_10720,12.4,0.0
V2_IMOTIF_10721,13.43,0.239
V2_IMOTIF_10722,-0.3,0.0
V2_IMOTIF_10723,20.45,0.209
V2_IMOTIF_10724,-0.06,0.494
V2_IMOTIF_10725,5.85,0.417
V2_IMOTIF_10726,14.4,0.0
V2_IMOTIF_10727,-0.3,0.0
V2_IMOTIF_10728,18.01,0.309
V2_IMOTIF_10729,20.55,0.287
V2_IMOTIF_1073,25.37,0.388
V2_IMOTIF_10730,-0.2,0.0
V2_IMOTIF_10731,-0.42,0.0
V2_IMOTIF_10732,16.915,0.392
V2_IMOTIF_10733,0.14,0.0
V2_IMOTIF_10734,7.47,0.0
V2_IMOTIF_10735,14.67,0.358
V2_IMOTIF_10736,29.64,0.288
V2_IMOTIF_10737,16.35,0.0
V2_IMOTIF_10738,8.91,0.372
V2_IMOTIF_10739,20.87,0.0
V2_IMOTIF_1074,8.26,0.352
V2_IMOTIF_10740,18.05,0.302
V2_IMOTIF_10741,33.58,0.0
V2_IMOTIF_10742,17.7,0.0
V2_IMOTIF_10743,7.55,0.298
V2_IMOTIF_10744,-0.37,0.359
V2_IMOTIF_10745,-0.4,0.0
V2_IMOTIF_10746,0.85,0.0
V2_IMOTIF_10747,-0.35,0.0
V2_IMOTIF_10748,-0.37,0.409
V2_IMOTIF_10749,13.17,0.425
V2_IMOTIF_1075,13.68,0.271
V2_IMOTIF_10750,2.98,0.0
V2_IMOTIF_10751,17.9,0.454
V2_IMOTIF_10752,2.45,0.487
V2_IMOTIF_10753,10.03,0.45
V2_IMOTIF_10754,23.99,0.35
V2_IMOTIF_10755,0.41,0.0
V2_IMOTIF_10756,23.84,0.365
V2_IMOTIF_10757,-0.4,0.425
V2_IMOTIF_10758,-0.34,0.0
V2_IMOTIF_10759,-0.37,0.0
V2_IMOTIF_1076,2.86,0.0
V2_IMOTIF_10760,-0.47,0.0
V2_IMOTIF_10761,-0.27,0.0
V2_IMOTIF_10762,4.43,0.0
V2_IMOTIF_10763,-0.1,0.0
V2_IMOTIF_10764,-0.44,0.0
V2_IMOTIF_10765,-0.37,0.0
V2_IMOTIF_10766,-0.46,0.0
V2_IMOTIF_10767,-0.45,0.0
V2_IMOTIF_10768,-0.37,0.0
V2_IMOTIF_10769,-0.33,0.0
V2_IMOTIF_1077,8.93,0.371
V2_IMOTIF_10770,-0.43,0.0
V2_IMOTIF_10771,-0.39,0.0
V2_IMOTIF_10772,-0.4,0.0
V2_IMOTIF_10773,5.11,0.0
V2_IMOTIF_10774,0.26,0.0
V2_IMOTIF_10775,-0.4,0.0
V2_IMOTIF_10776,1.93,0.0
V2_IMOTIF_10777,-0.53,0.0
V2_IMOTIF_10778,-0.48,0.0
V2_IMOTIF_10779,-0.41,0.0
V2_IMOTIF_1078,16.74,0.376
V2_IMOTIF_10780,-0.48,0.0
V2_IMOTIF_10781,-0.43,0.0
V2_IMOTIF_10782,-0.39,0.0
V2_IMOTIF_10783,-0.4,0.0
V2_IMOTIF_10784,11.09,0.0
V2_IMOTIF_10785,13.34,0.0
V2_IMOTIF_10786,-0.48,0.0
V2_IMOTIF_10787,-0.4,0.0
V2_IMOTIF_10788,-0.41,0.0
V2_IMOTIF_10789,-0.43,0.0
V2_IMOTIF_1079,-0.43,0.0
V2_IMOTIF_10790,-0.42,0.0
V2_IMOTIF_10791,-0.39,0.0
V2_IMOTIF_10792,-0.37,0.0
V2_IMOTIF_10793,-0.38,0.0
V2_IMOTIF_10794,-0.31,0.0
V2_IMOTIF_10795,-0.51,0.0
V2_IMOTIF_10796,-0.35,0.0
V2_IMOTIF_10797,0.22,0.0
V2_IMOTIF_10798,-0.4,0.0
V2_IMOTIF_10799,4.22,0.0
V2_IMOTIF_108,-0.47,0.0
V2_IMOTIF_1080,0.22,0.453
V2_IMOTIF_10800,5.93,0.0
V2_IMOTIF_10801,-0.49,0.0
V2_IMOTIF_10802,-0.41,0.0
V2_IMOTIF_10803,-0.35,0.0
V2_IMOTIF_10804,-0.32,0.0
V2_IMOTIF_10805,-0.46,0.0
V2_IMOTIF_10806,-0.44,0.0
V2_IMOTIF_10807,-0.46,0.0
V2_IMOTIF_10808,-0.48,0.0
V2_IMOTIF_10809,-0.28,0.0
V2_IMOTIF_1081,-0.24,0.0
V2_IMOTIF_10810,-0.45,0.0
V2_IMOTIF_10811,-0.49,0.0
V2_IMOTIF_10812,-0.51,0.0
V2_IMOTIF_10813,-0.48,0.0
V2_IMOTIF_10814,0.18,0.0
V2_IMOTIF_10815,21.68,0.0
V2_IMOTIF_10816,-0.39,0.0
V2_IMOTIF_10817,-0.46,0.0
V2_IMOTIF_10818,-0.37,0.0
V2_IMOTIF_10819,-0.21,0.0
V2_IMOTIF_1082,2.9,0.0
V2_IMOTIF_10820,0.25,0.0
V2_IMOTIF_10821,-0.38,0.0
V2_IMOTIF_10822,-0.44,0.0
V2_IMOTIF_10823,-0.45,0.0
V2_IMOTIF_10824,-0.44,0.0
V2_IMOTIF_10825,-0.37,0.0
V2_IMOTIF_10826,0.34,0.0
V2_IMOTIF_10827,-0.34,0.0
V2_IMOTIF_10828,-0.22,0.0
V2_IMOTIF_10829,-0.18,0.0
V2_IMOTIF_1083,26.55,0.295
V2_IMOTIF_10830,-0.52,0.0
V2_IMOTIF_10831,0.07,0.0
V2_IMOTIF_10832,-0.37,0.0
V2_IMOTIF_10833,6.62,0.0
V2_IMOTIF_10834,-0.33,0.0
V2_IMOTIF_10835,6.77,0.0
V2_IMOTIF_10836,-0.45,0.0
V2_IMOTIF_10837,-0.4,0.0
V2_IMOTIF_10838,-0.41,0.0
V2_IMOTIF_10839,-0.42,0.0
V2_IMOTIF_1084,31.25,0.253
V2_IMOTIF_10840,-0.41,0.0
V2_IMOTIF_10841,-0.39,0.0
V2_IMOTIF_10842,-0.48,0.0
V2_IMOTIF_10843,-0.52,0.0
V2_IMOTIF_10844,-0.49,0.0
V2_IMOTIF_10845,-0.24,0.0
V2_IMOTIF_10846,-0.41,0.0
V2_IMOTIF_10847,1.18,0.0
V2_IMOTIF_10848,-0.43,0.0
V2_IMOTIF_10849,-0.53,0.0
V2_IMOTIF_1085,20.98,0.276
V2_IMOTIF_10850,-0.43,0.0
V2_IMOTIF_10851,-0.37,0.0
V2_IMOTIF_10852,-0.36,0.0
V2_IMOTIF_10853,-0.36,0.0
V2_IMOTIF_10854,2.43,0.0
V2_IMOTIF_10855,-0.49,0.0
V2_IMOTIF_10856,-0.39,0.0
V2_IMOTIF_10857,19.84,0.0
V2_IMOTIF_10858,-0.03,0.0
V2_IMOTIF_10859,-0.41,0.0
V2_IMOTIF_1086,22.22,0.437
V2_IMOTIF_10860,-0.26,0.0
V2_IMOTIF_10861,-0.44,0.0
V2_IMOTIF_10862,8.18,0.0
V2_IMOTIF_10863,-0.44,0.0
V2_IMOTIF_10864,-0.49,0.0
V2_IMOTIF_10865,3.43,0.0
V2_IMOTIF_10866,-0.42,0.0
V2_IMOTIF_10867,-0.43,0.0
V2_IMOTIF_10868,3.36,0.0
V2_IMOTIF_10869,-0.41,0.0
V2_IMOTIF_1087,18.35,0.294
V2_IMOTIF_10870,-0.44,0.0
V2_IMOTIF_10871,-0.24,0.0
V2_IMOTIF_10872,-0.45,0.0
V2_IMOTIF_10873,16.75,0.0
V2_IMOTIF_10874,-0.48,0.0
V2_IMOTIF_10875,-0.51,0.0
V2_IMOTIF_10876,-0.49,0.0
V2_IMOTIF_10877,-0.45,0.0
V2_IMOTIF_10878,-0.44,0.0
V2_IMOTIF_10879,-0.43,0.0
V2_IMOTIF_1088,3.67,0.355
V2_IMOTIF_10880,-0.38,0.0
V2_IMOTIF_10881,-0.45,0.0
V2_IMOTIF_10882,-0.48,0.0
V2_IMOTIF_10883,-0.3,0.0
V2_IMOTIF_10884,-0.44,0.0
V2_IMOTIF_10885,-0.44,0.0
V2_IMOTIF_10886,1.47,0.0
V2_IMOTIF_10887,-0.47,0.0
V2_IMOTIF_10888,-0.53,0.0
V2_IMOTIF_10889,-0.42,0.0
V2_IMOTIF_1089,16.1,0.231
V2_IMOTIF_10890,-0.46,0.0
V2_IMOTIF_10891,-0.39,0.0
V2_IMOTIF_10892,-0.36,0.0
V2_IMOTIF_10893,-0.38,0.0
V2_IMOTIF_10894,-0.37,0.0
V2_IMOTIF_10895,-0.44,0.0
V2_IMOTIF_10896,-0.24,0.0
V2_IMOTIF_10897,-0.46,0.0
V2_IMOTIF_10898,-0.49,0.0
V2_IMOTIF_10899,-0.41,0.0
V2_IMOTIF_109,-0.44,0.0
V2_IMOTIF_1090,27.67,0.379
V2_IMOTIF_10900,28.24,0.0
V2_IMOTIF_10901,10.06,0.0
V2_IMOTIF_10902,-0.46,0.0
V2_IMOTIF_10903,-0.46,0.0
V2_IMOTIF_10904,-0.42,0.0
V2_IMOTIF_10905,-0.43,0.0
V2_IMOTIF_10906,-0.46,0.0
V2_IMOTIF_10907,-0.46,0.0
V2_IMOTIF_10908,-0.38,0.0
V2_IMOTIF_10909,17.69,0.0
V2_IMOTIF_1091,26.47,0.375
V2_IMOTIF_10910,-0.43,0.0
V2_IMOTIF_10911,-0.44,0.0
V2_IMOTIF_10912,-0.46,0.0
V2_IMOTIF_10913,-0.44,0.0
V2_IMOTIF_10914,-0.47,0.0
V2_IMOTIF_10915,-0.48,0.0
V2_IMOTIF_10916,-0.45,0.0
V2_IMOTIF_10917,-0.45,0.0
V2_IMOTIF_10918,-0.36,0.0
V2_IMOTIF_10919,-0.46,0.0
V2_IMOTIF_1092,21.03,0.0
V2_IMOTIF_10920,-0.42,0.0
V2_IMOTIF_10921,-0.39,0.0
V2_IMOTIF_10922,-0.45,0.0
V2_IMOTIF_10923,-0.38,0.0
V2_IMOTIF_10924,-0.39,0.0
V2_IMOTIF_10925,-0.38,0.0
V2_IMOTIF_10926,-0.42,0.0
V2_IMOTIF_10927,-0.36,0.0
V2_IMOTIF_10928,-0.41,0.0
V2_IMOTIF_10929,-0.44,0.0
V2_IMOTIF_1093,-0.26,0.388
V2_IMOTIF_10930,-0.4,0.0
V2_IMOTIF_10931,0.06,0.0
V2_IMOTIF_10932,-0.4,0.0
V2_IMOTIF_10933,3.23,0.0
V2_IMOTIF_10934,-0.5,0.0
V2_IMOTIF_10935,-0.49,0.0
V2_IMOTIF_10936,-0.55,0.0
V2_IMOTIF_10937,-0.45,0.0
V2_IMOTIF_10938,3.54,0.0
V2_IMOTIF_10939,1.47,0.0
V2_IMOTIF_1094,34.6,0.311
V2_IMOTIF_10940,-0.44,0.0
V2_IMOTIF_10941,8.73,0.0
V2_IMOTIF_10942,-0.42,0.0
V2_IMOTIF_10943,-0.29,0.0
V2_IMOTIF_10944,-0.45,0.0
V2_IMOTIF_10945,-0.39,0.0
V2_IMOTIF_10946,-0.42,0.0
V2_IMOTIF_10947,-0.42,0.0
V2_IMOTIF_10948,-0.4,0.0
V2_IMOTIF_10949,-0.43,0.0
V2_IMOTIF_1095,34.75,0.285
V2_IMOTIF_10950,-0.03,0.0
V2_IMOTIF_10951,-0.43,0.0
V2_IMOTIF_10952,-0.33,0.0
V2_IMOTIF_10953,-0.45,0.0
V2_IMOTIF_10954,-0.38,0.0
V2_IMOTIF_10955,-0.45,0.0
V2_IMOTIF_10956,-0.45,0.0
V2_IMOTIF_10957,-0.46,0.0
V2_IMOTIF_10958,-0.5,0.0
V2_IMOTIF_10959,-0.41,0.0
V2_IMOTIF_1096,35.59,0.196
V2_IMOTIF_10960,-0.4,0.0
V2_IMOTIF_10961,-0.44,0.0
V2_IMOTIF_10962,-0.29,0.0
V2_IMOTIF_10963,26.21,0.0
V2_IMOTIF_10964,-0.43,0.0
V2_IMOTIF_10965,-0.28,0.0
V2_IMOTIF_10966,-0.39,0.0
V2_IMOTIF_10967,-0.47,0.0
V2_IMOTIF_10968,-0.46,0.0
V2_IMOTIF_10969,-0.36,0.0
V2_IMOTIF_1097,30.89,0.312
V2_IMOTIF_10970,-0.42,0.0
V2_IMOTIF_10971,3.93,0.0
V2_IMOTIF_10972,6.91,0.0
V2_IMOTIF_10973,1.74,0.0
V2_IMOTIF_10974,-0.5,0.0
V2_IMOTIF_10975,-0.43,0.0
V2_IMOTIF_10976,-0.42,0.0
V2_IMOTIF_10977,-0.37,0.0
V2_IMOTIF_10978,22.39,0.0
V2_IMOTIF_10979,-0.45,0.0
V2_IMOTIF_1098,23.59,0.315
V2_IMOTIF_10980,-0.46,0.0
V2_IMOTIF_10981,-0.43,0.0
V2_IMOTIF_10982,2.94,0.0
V2_IMOTIF_10983,1.26,0.0
V2_IMOTIF_10984,-0.42,0.0
V2_IMOTIF_10985,-0.45,0.0
V2_IMOTIF_10986,-0.46,0.0
V2_IMOTIF_10987,-0.46,0.0
V2_IMOTIF_10988,-0.41,0.0
V2_IMOTIF_10989,16.67,0.0
V2_IMOTIF_1099,12.58,0.0
V2_IMOTIF_10990,-0.29,0.0
V2_IMOTIF_10991,-0.45,0.0
V2_IMOTIF_10992,20.32,0.0
V2_IMOTIF_10993,-0.43,0.0
V2_IMOTIF_10994,0.05,0.0
V2_IMOTIF_10995,-0.47,0.0
V2_IMOTIF_10996,-0.51,0.0
V2_IMOTIF_10997,-0.47,0.0
V2_IMOTIF_10998,-0.41,0.0
V2_IMOTIF_10999,-0.29,0.0
V2_IMOTIF_11,-0.46,0.0
V2_IMOTIF_110,-0.43,0.0
V2_IMOTIF_1100,20.55,0.274
V2_IMOTIF_11000,2.23,0.0
V2_IMOTIF_11001,-0.4,0.0
V2_IMOTIF_11002,-0.5,0.0
V2_IMOTIF_11003,-0.43,0.0
V2_IMOTIF_11004,-0.4,0.0
V2_IMOTIF_11005,-0.4,0.0
V2_IMOTIF_11006,-0.29,0.0
V2_IMOTIF_11007,-0.24,0.0
V2_IMOTIF_11008,20.37,0.0
V2_IMOTIF_11009,-0.42,0.0
V2_IMOTIF_1101,31.58,0.419
V2_IMOTIF_11010,-0.48,0.0
V2_IMOTIF_11011,-0.4,0.0
V2_IMOTIF_11012,0.4,0.0
V2_IMOTIF_11013,-0.43,0.0
V2_IMOTIF_11014,-0.44,0.0
V2_IMOTIF_11015,-0.33,0.0
V2_IMOTIF_11016,-0.38,0.0
V2_IMOTIF_11017,-0.4,0.0
V2_IMOTIF_11018,-0.47,0.0
V2_IMOTIF_11019,-0.4,0.0
V2_IMOTIF_1102,29.72,0.256
V2_IMOTIF_11020,-0.46,0.0
V2_IMOTIF_11021,-0.42,0.0
V2_IMOTIF_11022,-0.44,0.0
V2_IMOTIF_11023,-0.35,0.0
V2_IMOTIF_11024,-0.21,0.0
V2_IMOTIF_11025,-0.02,0.0
V2_IMOTIF_11026,-0.39,0.0
V2_IMOTIF_11027,15.07,0.0
V2_IMOTIF_11028,-0.47,0.0
V2_IMOTIF_11029,-0.37,0.0
V2_IMOTIF_1103,21.21,0.324
V2_IMOTIF_11030,0.03,0.0
V2_IMOTIF_11031,15.5,0.0
V2_IMOTIF_11032,7.11,0.0
V2_IMOTIF_11033,8.67,0.0
V2_IMOTIF_11034,-0.42,0.0
V2_IMOTIF_11035,-0.16,0.0
V2_IMOTIF_11036,-0.26,0.0
V2_IMOTIF_11037,17.31,0.0
V2_IMOTIF_11038,-0.46,0.0
V2_IMOTIF_11039,-0.41,0.0
V2_IMOTIF_1104,30.04,0.246
V2_IMOTIF_11040,3.07,0.0
V2_IMOTIF_11041,-0.42,0.0
V2_IMOTIF_11042,-0.46,0.0
V2_IMOTIF_11043,-0.41,0.0
V2_IMOTIF_11044,-0.4,0.0
V2_IMOTIF_11045,-0.48,0.0
V2_IMOTIF_11046,-0.47,0.0
V2_IMOTIF_11047,-0.41,0.0
V2_IMOTIF_11048,4.73,0.0
V2_IMOTIF_11049,-0.46,0.0
V2_IMOTIF_1105,31.75,0.299
V2_IMOTIF_11050,-0.35,0.0
V2_IMOTIF_11051,-0.36,0.0
V2_IMOTIF_11052,-0.43,0.0
V2_IMOTIF_11053,-0.49,0.0
V2_IMOTIF_11054,-0.47,0.0
V2_IMOTIF_11055,-0.07,0.0
V2_IMOTIF_11056,-0.44,0.0
V2_IMOTIF_11057,10.26,0.0
V2_IMOTIF_11058,-0.41,0.0
V2_IMOTIF_11059,-0.52,0.0
V2_IMOTIF_1106,18.17,0.44
V2_IMOTIF_11060,4.2,0.0
V2_IMOTIF_11061,-0.43,0.0
V2_IMOTIF_11062,-0.43,0.0
V2_IMOTIF_11063,0.22,0.0
V2_IMOTIF_11064,-0.45,0.0
V2_IMOTIF_11065,-0.48,0.0
V2_IMOTIF_11066,-0.35,0.0
V2_IMOTIF_11067,-0.56,0.0
V2_IMOTIF_11068,-0.44,0.0
V2_IMOTIF_11069,-0.41,0.0
V2_IMOTIF_1107,25.04,0.298
V2_IMOTIF_11070,-0.42,0.0
V2_IMOTIF_11071,-0.4,0.0
V2_IMOTIF_11072,-0.25,0.0
V2_IMOTIF_11073,-0.45,0.0
V2_IMOTIF_11074,-0.38,0.0
V2_IMOTIF_11075,-0.42,0.0
V2_IMOTIF_11076,4.2,0.0
V2_IMOTIF_11077,-0.38,0.0
V2_IMOTIF_11078,-0.43,0.0
V2_IMOTIF_11079,1.13,0.0
V2_IMOTIF_1108,-0.2,0.0
V2_IMOTIF_11080,-0.39,0.0
V2_IMOTIF_11081,-0.37,0.0
V2_IMOTIF_11082,-0.26,0.0
V2_IMOTIF_11083,-0.34,0.0
V2_IMOTIF_11084,-0.28,0.0
V2_IMOTIF_11085,-0.38,0.0
V2_IMOTIF_11086,-0.41,0.0
V2_IMOTIF_11087,-0.43,0.0
V2_IMOTIF_11088,-0.23,0.0
V2_IMOTIF_11089,-0.33,0.0
V2_IMOTIF_1109,9.94,0.34
V2_IMOTIF_11090,2.65,0.0
V2_IMOTIF_11091,-0.49,0.0
V2_IMOTIF_11092,6.88,0.0
V2_IMOTIF_11093,-0.33,0.0
V2_IMOTIF_11094,-0.33,0.0
V2_IMOTIF_11095,3.37,0.0
V2_IMOTIF_11096,-0.2,0.0
V2_IMOTIF_11097,-0.42,0.0
V2_IMOTIF_11098,0.24,0.0
V2_IMOTIF_11099,-0.41,0.0
V2_IMOTIF_111,-0.44,0.0
V2_IMOTIF_1110,14.57,0.316
V2_IMOTIF_11100,-0.42,0.0
V2_IMOTIF_11101,-0.46,0.0
V2_IMOTIF_11102,-0.38,0.0
V2_IMOTIF_11103,-0.44,0.0
V2_IMOTIF_11104,-0.39,0.0
V2_IMOTIF_11105,-0.43,0.0
V2_IMOTIF_11106,21.12,0.0
V2_IMOTIF_11107,0.0,0.0
V2_IMOTIF_11108,6.63,0.0
V2_IMOTIF_11109,-0.47,0.0
V2_IMOTIF_1111,2.65,0.0
V2_IMOTIF_11110,-0.41,0.0
V2_IMOTIF_11111,-0.43,0.0
V2_IMOTIF_11112,-0.42,0.0
V2_IMOTIF_11113,-0.43,0.0
V2_IMOTIF_11114,-0.42,0.0
V2_IMOTIF_11115,-0.33,0.0
V2_IMOTIF_11116,-0.44,0.0
V2_IMOTIF_11117,-0.47,0.0
V2_IMOTIF_11118,9.29,0.0
V2_IMOTIF_11119,28.04,0.0
V2_IMOTIF_1112,-0.26,0.0
V2_IMOTIF_11120,22.51,0.0
V2_IMOTIF_11121,17.89,0.0
V2_IMOTIF_11122,0.41,0.0
V2_IMOTIF_11123,0.0,0.0
V2_IMOTIF_11124,-0.49,0.0
V2_IMOTIF_11125,-0.45,0.0
V2_IMOTIF_11126,19.26,0.0
V2_IMOTIF_11127,-0.33,0.0
V2_IMOTIF_11128,-0.42,0.0
V2_IMOTIF_11129,-0.29,0.0
V2_IMOTIF_1113,19.54,0.351
V2_IMOTIF_11130,0.11,0.0
V2_IMOTIF_11131,-0.3,0.0
V2_IMOTIF_11132,-0.46,0.0
V2_IMOTIF_11133,-0.43,0.0
V2_IMOTIF_11134,-0.32,0.0
V2_IMOTIF_11135,-0.42,0.0
V2_IMOTIF_11136,-0.41,0.0
V2_IMOTIF_11137,-0.34,0.0
V2_IMOTIF_11138,-0.49,0.0
V2_IMOTIF_11139,-0.34,0.0
V2_IMOTIF_1114,20.71,0.298
V2_IMOTIF_11140,0.0,0.0
V2_IMOTIF_11141,-0.44,0.0
V2_IMOTIF_11142,16.99,0.0
V2_IMOTIF_11143,6.99,0.0
V2_IMOTIF_11144,-0.34,0.0
V2_IMOTIF_11145,-0.33,0.0
V2_IMOTIF_11146,0.09,0.0
V2_IMOTIF_11147,-0.5,0.0
V2_IMOTIF_11148,-0.43,0.0
V2_IMOTIF_11149,-0.48,0.0
V2_IMOTIF_1115,16.42,0.427
V2_IMOTIF_11150,-0.54,0.0
V2_IMOTIF_11151,-0.4,0.0
V2_IMOTIF_11152,-0.51,0.0
V2_IMOTIF_11153,1.62,0.0
V2_IMOTIF_11154,-0.41,0.0
V2_IMOTIF_11155,-0.46,0.0
V2_IMOTIF_11156,-0.44,0.0
V2_IMOTIF_11157,23.24,0.0
V2_IMOTIF_11158,6.82,0.0
V2_IMOTIF_11159,-0.22,0.0
V2_IMOTIF_1116,26.59,0.283
V2_IMOTIF_11160,-0.44,0.0
V2_IMOTIF_11161,-0.42,0.0
V2_IMOTIF_11162,-0.46,0.0
V2_IMOTIF_11163,-0.33,0.0
V2_IMOTIF_11164,-0.47,0.0
V2_IMOTIF_11165,-0.33,0.0
V2_IMOTIF_11166,-0.36,0.0
